"","study","es_id","yi",".g","precalc_g","vi","sei","wf_1","wf_2","wf_3","wf_4","wf_5","wf_6","wf_7","wf_8","sample_size","...1","notes","condition_arm1","condition_arm2","descr_arm1","descr_arm2","multi_arm1","multi_arm2","...10","...11","primary_calc","outcome_type","outcome_domain","time","time_weeks","instrument","rating","sample","mean_arm1","mean_arm2","sd_arm1","sd_arm2","n_arm1","n_arm2","baseline_m_arm1","baseline_sd_arm1","baseline_n_arm1","baseline_m_arm2","baseline_sd_arm2","baseline_n_arm2","dich","dich_type","event_arm1","event_arm2","totaln_arm1","totaln_arm2","change","mean_change_arm1","mean_change_arm2","sd_change_arm1","sd_change_arm2","n_change_arm1","n_change_arm2","other_statistic","precalc_g_se","rand_arm1","rand_arm2","n_drop_study1","n_drop_study2","year","comorbid_me0tal","format","format_spec","program_arm1","support","initial_screening","forum","n_sessions_planned","X0_sessio0s_received","country","income_level","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","...70","sg","ac","ba","itt","rob","other_target","Reference","Domain1_rob2","Domain2_rob2","Domain3_rob2","Domain4_rob2","Domain5_rob2","Totalscore_rob2","self.guided.checked","time_weeks_num",".id",".g_se",".log_rr",".log_rr_se",".event_arm1",".event_arm2",".totaln_arm1",".totaln_arm2"
"86","Gili, 2020",86,0.31,-0.31,-0.31,0.0361,0.19,"website","automated encouragement","adul","not-cbt-based","cau","mood","some concerns","follow-up",NA,NA,NA,"other psy","cau","positive psychology",NA,NA,NA,NA,NA,1,"other stat","depression","fu1",24,"phq-9","self-report",1,NA,NA,NA,NA,NA,NA,"12.63","2.02999999999999",56,"12.64","2.1",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p=0.10, beta(95%)=-2,08(-4,52 to 0,37), g=0,31",0.19,56,57,"36","37",2020,0,"ush",2,"iPAPP",2,1,0,"4","NA","eu","high","adul","45.29","0.77829999999999999","clin","mood","adul",NA,"1","1","sr","1",4,NA,"Gili, M., Castro, A., García-Palacios, A., Garcia-Campayo, J., Mayoral-Cleries, F., Botella, C., Roca, M., Barceló-Soler, A., Hurtado, M. M., Navarro, M., Villena, A., Pérez-Ara, M., Riera-Serra, P., & Baños, R. M. Efficacy of Three Low-Intensity, Internet-Based Psychological Interventions for the Treatment of Depression in Primary Care: Randomized Controlled Trial. J Med Internet Res, 22(6), e15845.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,24,"Gili_2020_otherstat_phq-9_fu1_24_self-report_otherpsy_cau_NA_NA",0.19,NA,NA,NA,NA,NA,NA
"87","Gili, 2020",87,0.01,-0.01,-0.01,0.5184,0.72,"website","automated encouragement","adul","not-cbt-based","cau","mood","some concerns","follow-up",NA,NA,NA,"other psy","cau","positive psychology",NA,NA,NA,NA,NA,1,"other stat","depression","fu2",48,"phq-9","self-report",1,NA,NA,NA,NA,NA,NA,"12.63","2.02999999999999",56,"12.64","2.1",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p=0.99, beta(95%)=-0,02(-2,31 to 2,27), g=0,01",0.72,56,57,"37","40",2020,0,"ush",2,"iPAPP",2,1,0,"4","NA","eu","high","adul","45.29","0.77829999999999999","clin","mood","adul",NA,"1","1","sr","1",4,NA,"Gili, M., Castro, A., García-Palacios, A., Garcia-Campayo, J., Mayoral-Cleries, F., Botella, C., Roca, M., Barceló-Soler, A., Hurtado, M. M., Navarro, M., Villena, A., Pérez-Ara, M., Riera-Serra, P., & Baños, R. M. Efficacy of Three Low-Intensity, Internet-Based Psychological Interventions for the Treatment of Depression in Primary Care: Randomized Controlled Trial. J Med Internet Res, 22(6), e15845.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,48,"Gili_2020_otherstat_phq-9_fu2_48_self-report_otherpsy_cau_NA_NA",0.72,NA,NA,NA,NA,NA,NA
"88","Glozier, 2013",88,0.161889407895877,-0.161889407895877,NA,0.00836289209850561,0.0914488496292086,"website","minimal to no support","med","cbt-based","other ctr","cut","low risk","post",487,"1",NA,"cbt","other ctr","eCouch","attention control (health information)",NA,NA,NA,NA,1,"msd","depression","post",12,"phq-9","self-report",0,8.4,9.19999999999999,5.09999999999999,4.8,214,273,"12","3.4",280,"11.8","3.4",282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,282,"66","9",2013,0,"ush",2,"eCouch",1,0,0,"12","NA","au","high","old","58","0.61399999999999999","oth","cut","med",NA,"1","1","sr","1",4,NA,"Glozier, N., Christensen, H., Naismith, S., Cockayne, N., Donkin, L., Neal, B., Mackinnon, A., & Hickie, I. (2013). Internet-delivered cognitive behavioural therapy for adults with mild to moderate depression and high cardiovascular disease risks: a randomised attention-controlled trial. PLoS One, 8(3), e59139. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3608590/pdf/pone.0059139.pdf","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,12,"Glozier_2013_msd_phq-9_post_12_self-report_cbt_otherctr_NA_NA",0.0914488496292086,NA,NA,NA,NA,NA,NA
"89","Gräfe, 2020",89,0.21,-0.21,-0.21,9e-04,0.03,"website","minimal to no support","adul","cbt-based","cau","cut","high risk","post",NA,"1",NA,"cbt","cau","Deprexis",NA,NA,NA,NA,NA,1,"other stat","depression","post",12,"phq-9","self-report",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F(2.81, 5602.08)= 41.7; P < .001), d=0.37 CI: 0.29 - 0.44",0.03,1904,1901,"522","489",2020,0,"ush",2,"Deprexis",0,0,0,"10","NA","eu","high","adul","45","0.79","oth","cut","adul",NA,"1","0","sr","1",3,NA,"Gräfe, V., Moritz, S., & Greiner, W. (2020). Health economic evaluation of an internet intervention for depression (deprexis), a randomized controlled trial. Health Economics Review, 10(1). https://www.embase.com/search/results?subaction=viewrecord&id=L632077788&from=export http://dx.doi.org/10.1186/s13561-020-00273-0","Some concerns","Low risk","Some concerns","Low risk","Some concerns","High risk",NA,12,"Gräfe_2020_otherstat_phq-9_post_12_self-report_cbt_cau_NA_NA",0.03,NA,NA,NA,NA,NA,NA
"90","Gräfe, 2020",90,0.23,-0.23,-0.23,0.0016,0.04,"website","minimal to no support","adul","cbt-based","cau","cut","high risk","follow-up",NA,NA,NA,"cbt","cau","Deprexis",NA,NA,NA,NA,NA,1,"other stat","depression","fu1",24,"phq-9","self-report",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Between group PHQ-9, d = 0.23, CI : 0.15-0.31",0.04,1904,1901,"640","605",2020,0,"ush",2,"Deprexis",0,0,0,"10","NA","eu","high","adul","45","0.79","oth","cut","adul",NA,"1","0","sr","1",3,NA,"Gräfe, V., Moritz, S., & Greiner, W. (2020). Health economic evaluation of an internet intervention for depression (deprexis), a randomized controlled trial. Health Economics Review, 10(1). https://www.embase.com/search/results?subaction=viewrecord&id=L632077788&from=export http://dx.doi.org/10.1186/s13561-020-00273-0","Some concerns","Low risk","Some concerns","Low risk","Some concerns","High risk",NA,24,"Gräfe_2020_otherstat_phq-9_fu1_24_self-report_cbt_cau_NA_NA",0.04,NA,NA,NA,NA,NA,NA
"91","Gräfe, 2020",91,0.15,-0.15,-0.15,0.0016,0.04,"website","minimal to no support","adul","cbt-based","cau","cut","high risk","follow-up",NA,NA,NA,"cbt","cau","Deprexis",NA,NA,NA,NA,NA,1,"other stat","depression","fu2",48,"phq-9","self-report",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cohen's d= 0.15, CI: 0.07-0.23",0.04,1904,1901,"719","769",2020,0,"ush",2,"Deprexis",0,0,0,"10","NA","eu","high","adul","45","0.79","oth","cut","adul",NA,"1","0","sr","1",3,NA,"Gräfe, V., Moritz, S., & Greiner, W. (2020). Health economic evaluation of an internet intervention for depression (deprexis), a randomized controlled trial. Health Economics Review, 10(1). https://www.embase.com/search/results?subaction=viewrecord&id=L632077788&from=export http://dx.doi.org/10.1186/s13561-020-00273-0","Some concerns","Low risk","Some concerns","Low risk","Some concerns","High risk",NA,48,"Gräfe_2020_otherstat_phq-9_fu2_48_self-report_cbt_cau_NA_NA",0.04,NA,NA,NA,NA,NA,NA
"92","Guo, 2020",92,0.623860055158546,-0.623860055158546,NA,0.0139852825229961,0.11825938661686,"mobile","human encouragement","med","not-cbt-based","wl","cut","low risk","post",300,"1",NA,"other psy","wl","Run4Love(Cognitive behavioral stress management)",NA,NA,NA,NA,NA,1,"msd","depression","post",12,"ces-d","self-report",1,17.7,23.8,9.5,10,150,150,"23.9","6.4",150,"24.3","6.9",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,150,"11","15",2020,0,"ush",1,"Run4Love",4,1,0,"12","NA","eas","upper middle","adul","28.3","0.76700000000000002","oth","cut","med",NA,"1","1","sr","1",4,NA,"Guo, Y., Hong, Y. A., Cai, W., Li, L., Hao, Y., Qiao, J., Xu, Z., Zhang, H., Zeng, C., Liu, C., Li, Y., Zhu, M., Zeng, Y., & Penedo, F. J. (2020). Effect of a WeChat-Based intervention (Run4Love) on depressive symptoms among people living with HIV in China: A randomized controlled trial. Journal of Medical Internet Research, 22(2). https://www.embase.com/search/results?subaction=viewrecord&id=L2005773445&from=export http://dx.doi.org/10.2196/16715","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,12,"Guo_2020_msd_ces-d_post_12_self-report_otherpsy_wl_NA_NA",0.11825938661686,NA,NA,NA,NA,NA,NA
"93","Guo, 2020",93,0.601290251848106,-0.601290251848106,NA,0.0139389638041164,0.118063388923563,"mobile","human encouragement","med","not-cbt-based","wl","cut","low risk","follow-up",300,NA,NA,"other psy","wl","Run4Love(Cognitive behavioral stress management)",NA,NA,NA,NA,NA,1,"msd","depression","fu1",24,"ces-d","self-report",1,17.6,24,10,11.2,150,150,"23.9","6.4",150,"24.3","6.9",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,150,"18","17",2020,0,"ush",1,"Run4Love",4,1,0,"12","NA","eas","upper middle","adul","28.3","0.76700000000000002","oth","cut","med",NA,"1","1","sr","1",4,NA,"Guo, Y., Hong, Y. A., Cai, W., Li, L., Hao, Y., Qiao, J., Xu, Z., Zhang, H., Zeng, C., Liu, C., Li, Y., Zhu, M., Zeng, Y., & Penedo, F. J. (2020). Effect of a WeChat-Based intervention (Run4Love) on depressive symptoms among people living with HIV in China: A randomized controlled trial. Journal of Medical Internet Research, 22(2). https://www.embase.com/search/results?subaction=viewrecord&id=L2005773445&from=export http://dx.doi.org/10.2196/16715","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,24,"Guo_2020_msd_ces-d_fu1_24_self-report_otherpsy_wl_NA_NA",0.118063388923563,NA,NA,NA,NA,NA,NA
"94","Guo, 2020",94,0.512273368519047,-0.512273368519047,NA,0.0137729184188394,0.117358077774133,"mobile","human encouragement","med","not-cbt-based","wl","cut","low risk","follow-up",300,NA,NA,"other psy","wl","Run4Love(Cognitive behavioral stress management)",NA,NA,NA,NA,NA,1,"msd","depression","fu2",36,"ces-d","self-report",1,17.8,23.4,10.6,11.2,150,150,"23.9","6.4",150,"24.3","6.9",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,150,"17","23",2020,0,"ush",1,"Run4Love",4,1,0,"12","NA","eas","upper middle","adul","28.3","0.76700000000000002","oth","cut","med",NA,"1","1","sr","1",4,NA,"Guo, Y., Hong, Y. A., Cai, W., Li, L., Hao, Y., Qiao, J., Xu, Z., Zhang, H., Zeng, C., Liu, C., Li, Y., Zhu, M., Zeng, Y., & Penedo, F. J. (2020). Effect of a WeChat-Based intervention (Run4Love) on depressive symptoms among people living with HIV in China: A randomized controlled trial. Journal of Medical Internet Research, 22(2). https://www.embase.com/search/results?subaction=viewrecord&id=L2005773445&from=export http://dx.doi.org/10.2196/16715","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,36,"Guo_2020_msd_ces-d_fu2_36_self-report_otherpsy_wl_NA_NA",0.117358077774133,NA,NA,NA,NA,NA,NA
"95","Guo, 2020",95,0.474967803316905,-0.474967803316905,NA,0.0137112253641817,0.117094941667784,"mobile","human encouragement","med","not-cbt-based","wl","cut","low risk","post",300,NA,NA,"other psy","wl","Run4Love(Cognitive behavioral stress management)",NA,NA,NA,NA,NA,1,"msd","depression","post",12,"phq-9","self-report",1,6.8,8.9,4.1,4.7,150,150,"10.199999999999999","4.5",150,"10.7","5.0999999999999996",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,150,"11","15",2020,0,"ush",1,"Run4Love",4,1,0,"12","NA","eas","upper middle","adul","28.3","0.76700000000000002","oth","cut","med",NA,"1","1","sr","1",4,NA,"Guo, Y., Hong, Y. A., Cai, W., Li, L., Hao, Y., Qiao, J., Xu, Z., Zhang, H., Zeng, C., Liu, C., Li, Y., Zhu, M., Zeng, Y., & Penedo, F. J. (2020). Effect of a WeChat-Based intervention (Run4Love) on depressive symptoms among people living with HIV in China: A randomized controlled trial. Journal of Medical Internet Research, 22(2). https://www.embase.com/search/results?subaction=viewrecord&id=L2005773445&from=export http://dx.doi.org/10.2196/16715","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,12,"Guo_2020_msd_phq-9_post_12_self-report_otherpsy_wl_NA_NA",0.117094941667784,NA,NA,NA,NA,NA,NA
"96","Guo, 2020",96,0.497912615747533,-0.497912615747533,NA,0.0137486177663104,0.1172544999832,"mobile","human encouragement","med","not-cbt-based","wl","cut","low risk","follow-up",300,NA,NA,"other psy","wl","Run4Love(Cognitive behavioral stress management)",NA,NA,NA,NA,NA,1,"msd","depression","fu1",24,"phq-9","self-report",1,8.5,11.1,4.9,5.5,150,150,"10.199999999999999","4.5",150,"10.7","5.0999999999999996",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,150,"18","17",2020,0,"ush",1,"Run4Love",4,1,0,"12","NA","eas","upper middle","adul","28.3","0.76700000000000002","oth","cut","med",NA,"1","1","sr","1",4,NA,"Guo, Y., Hong, Y. A., Cai, W., Li, L., Hao, Y., Qiao, J., Xu, Z., Zhang, H., Zeng, C., Liu, C., Li, Y., Zhu, M., Zeng, Y., & Penedo, F. J. (2020). Effect of a WeChat-Based intervention (Run4Love) on depressive symptoms among people living with HIV in China: A randomized controlled trial. Journal of Medical Internet Research, 22(2). https://www.embase.com/search/results?subaction=viewrecord&id=L2005773445&from=export http://dx.doi.org/10.2196/16715","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,24,"Guo_2020_msd_phq-9_fu1_24_self-report_otherpsy_wl_NA_NA",0.1172544999832,NA,NA,NA,NA,NA,NA
"97","Guo, 2020",97,0.341854019061621,-0.341854019061621,NA,0.0135290918977705,0.116314624608303,"mobile","human encouragement","med","not-cbt-based","wl","cut","low risk","follow-up",300,NA,NA,"other psy","wl","Run4Love(Cognitive behavioral stress management)",NA,NA,NA,NA,NA,1,"msd","depression","fu2",36,"phq-9","self-report",1,9.1,10.9,5.1,5.4,150,150,"10.199999999999999","4.5",150,"10.7","5.0999999999999996",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,150,"17","23",2020,0,"ush",1,"Run4Love",4,1,0,"12","NA","eas","upper middle","adul","28.3","0.76700000000000002","oth","cut","med",NA,"1","1","sr","1",4,NA,"Guo, Y., Hong, Y. A., Cai, W., Li, L., Hao, Y., Qiao, J., Xu, Z., Zhang, H., Zeng, C., Liu, C., Li, Y., Zhu, M., Zeng, Y., & Penedo, F. J. (2020). Effect of a WeChat-Based intervention (Run4Love) on depressive symptoms among people living with HIV in China: A randomized controlled trial. Journal of Medical Internet Research, 22(2). https://www.embase.com/search/results?subaction=viewrecord&id=L2005773445&from=export http://dx.doi.org/10.2196/16715","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,36,"Guo_2020_msd_phq-9_fu2_36_self-report_otherpsy_wl_NA_NA",0.116314624608303,NA,NA,NA,NA,NA,NA
"98","Gupta, 2020",98,-0.27,0.27,0.27,0.01,0.1,"website","human encouragement","med","cbt-based","cau","cut","high risk","post",NA,"1",NA,"cbt","cau","Beating the Blues",NA,NA,NA,NA,NA,1,"other stat","depression","post",12,"phq-9","self-report",1,NA,NA,NA,NA,NA,NA,"17.13","4.96",27,"14.04","4.32",27,NA,NA,NA,NA,NA,NA,"PHQ-9",-5.6,-1.52,NA,NA,27,27,"PHQ-9: Mean change from baseline intervention= -5.60; Mean change from baseline control= -1,52. The PHQ-9 scores improved significantly more in the BtB group compared with the UC group at Week 12 (P = .007) (t-test)",0.1,27,27,"2","2",2020,0,"ush",2,"Beating the Blues",4,1,0,"8","NA","us","high","adul","45.1","0.16669999999999999","oth","cut","med",NA,"1","1","sr","1",4,NA,"Gupta, S. K., Slaven, J. E., Liu, Z., Polanka, B. M., Freiberg, M. S., & Stewart, J. C. (2020). Effects of internet cognitive-behavioral therapy on depressive symptoms and surrogates of cardiovascular risk in human immunodeficiency virus: A pilot, randomized, controlled trial [Article]. Open Forum Infectious Diseases, 7(7). https://doi.org/10.1093/ofid/ofaa280","Low risk","Low risk","Some concerns","Low risk","High risk","High risk",NA,12,"Gupta_2020_otherstat_phq-9_post_12_self-report_cbt_cau_NA_NA",0.1,NA,NA,NA,NA,NA,NA
"99","Gupta, 2020",99,-0.28,0.28,0.28,0.0121,0.11,"website","human encouragement","med","cbt-based","cau","cut","high risk","follow-up",NA,NA,NA,"cbt","cau","Beating the Blues",NA,NA,NA,NA,NA,1,"other stat","depression","fu1",24,"phq-9","self-report",1,NA,NA,NA,NA,NA,NA,"17.13","4.96",27,"14.04","4.32",27,NA,NA,NA,NA,NA,NA,"PHQ-9",-6,-1.38,NA,NA,27,27,"Mean change from baseline= -6.00, p= .008; for control: Mean change from baseline= -1,38, p= .008",0.11,27,27,"3","2",2020,0,"ush",2,"Beating the Blues",4,1,0,"8","NA","us","high","adul","45.1","0.16669999999999999","oth","cut","med",NA,"1","1","sr","1",4,NA,"Gupta, S. K., Slaven, J. E., Liu, Z., Polanka, B. M., Freiberg, M. S., & Stewart, J. C. (2020). Effects of internet cognitive-behavioral therapy on depressive symptoms and surrogates of cardiovascular risk in human immunodeficiency virus: A pilot, randomized, controlled trial [Article]. Open Forum Infectious Diseases, 7(7). https://doi.org/10.1093/ofid/ofaa280","Low risk","Low risk","Some concerns","Low risk","High risk","High risk",NA,24,"Gupta_2020_otherstat_phq-9_fu1_24_self-report_cbt_cau_NA_NA",0.11,NA,NA,NA,NA,NA,NA
"100","Gupta, 2020",100,-0.06,0.06,0.06,0.0064,0.08,"website","human encouragement","med","cbt-based","cau","cut","high risk","post",NA,NA,NA,"cbt","cau","Beating the Blues",NA,NA,NA,NA,NA,1,"other stat","depression","post",12,"scl-20","self-report",1,NA,NA,NA,NA,NA,NA,"2.27","0.92",27,"2.09","0.63",27,NA,NA,NA,NA,NA,NA,"SCL-20",-0.63,-0.51,NA,NA,27,27,"SCL-20: Mean change from baseline= -0.63; Mean change from baseline= -0,51. SCL-20 scores also improved more in the BtB group compared with UC at Weeks 12 (P= .509) and 24, but only significantly so at Week 24 (P = .029).",0.08,27,27,"2","2",2020,0,"ush",2,"Beating the Blues",4,1,0,"8","NA","us","high","adul","45.1","0.16669999999999999","oth","cut","med",NA,"1","1","sr","1",4,NA,"Gupta, S. K., Slaven, J. E., Liu, Z., Polanka, B. M., Freiberg, M. S., & Stewart, J. C. (2020). Effects of internet cognitive-behavioral therapy on depressive symptoms and surrogates of cardiovascular risk in human immunodeficiency virus: A pilot, randomized, controlled trial [Article]. Open Forum Infectious Diseases, 7(7). https://doi.org/10.1093/ofid/ofaa280","Low risk","Low risk","Some concerns","Low risk","High risk","High risk",NA,12,"Gupta_2020_otherstat_scl-20_post_12_self-report_cbt_cau_NA_NA",0.08,NA,NA,NA,NA,NA,NA
"101","Gupta, 2020",101,-0.17,0.17,0.17,0.0064,0.08,"website","human encouragement","med","cbt-based","cau","cut","high risk","follow-up",NA,NA,NA,"cbt","cau","Beating the Blues",NA,NA,NA,NA,NA,1,"other stat","depression","fu1",24,"scl-20","self-report",1,NA,NA,NA,NA,NA,NA,"2.27","0.92",27,"2.09","0.63",27,NA,NA,NA,NA,NA,NA,"SCL-20",-0.72,-0.35,NA,NA,27,27,"Mean change from baseline= -0.72, p=.029; for control: Mean change from baseline= -0.35, p=.029",0.08,27,27,"1","0",2020,0,"ush",2,"Beating the Blues",4,1,0,"8","NA","us","high","adul","45.1","0.16669999999999999","oth","cut","med",NA,"1","1","sr","1",4,NA,"Gupta, S. K., Slaven, J. E., Liu, Z., Polanka, B. M., Freiberg, M. S., & Stewart, J. C. (2020). Effects of internet cognitive-behavioral therapy on depressive symptoms and surrogates of cardiovascular risk in human immunodeficiency virus: A pilot, randomized, controlled trial [Article]. Open Forum Infectious Diseases, 7(7). https://doi.org/10.1093/ofid/ofaa280","Low risk","Low risk","Some concerns","Low risk","High risk","High risk",NA,24,"Gupta_2020_otherstat_scl-20_fu1_24_self-report_cbt_cau_NA_NA",0.08,NA,NA,NA,NA,NA,NA
"102","Hallgren, 2015",102,0.320679855219394,-0.320679855219394,NA,0.00827639136209515,0.0909746742895799,"website","guided","adul","cbt-based","cau","cut","high risk","post",491,"1","concerns about guidance","cbt","cau",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",12,"madrs","clinician",0,11.2,13.8,7.3,8.9,259,232,"21.5","6.7",317,"20.9","7.5",312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,312,"58","80",2015,0,"gsh",2,"icbt",5,1,0,"13","7.8","eu","high","adul","43","0.73","clin","cut","adul",NA,"1","1","1","0",3,NA,"Hallgren M, Kraepelien M, Öjehagen A, Lindefors N, Zeebari Z, Kaldo V, et al. Physical exercise and internet-based cognitive-behavioural therapy in the treatment of depression: Randomised controlled trial. British Journal of Psychiatry. 2015;207(3):227-34.","Low risk","High risk","Some concerns","Low risk","Some concerns","High risk",NA,12,"Hallgren_2015_msd_madrs_post_12_clinician_cbt_cau_NA_NA",0.0909746742895799,NA,NA,NA,NA,NA,NA
"103","Harrer, 2021",103,0.36445868468213,-0.36445868468213,NA,0.020334608637597,0.142599469275299,"website","automated encouragement","young","not-cbt-based","other ctr","cut","some concerns","post",200,"1",NA,"other psy","other ctr","get on",NA,NA,NA,NA,NA,1,"msd","depression","post",7,"ces-d","self-report",1,18.18,21.91,10.09,10.3,100,100,"23.6","8.17",100,"25.05","7.85",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,"18","6",2021,0,"ush",2,"StudiCare Fernstudierende",3,0,0,"7","5.3","eu","high","adul","36.97","0.85","com","cut","stud",NA,"1","1","1","1",4,NA,"Harrer, M., Apolinário-Hagen, J., Fritsche, L., Salewski, C., Zarski, A. C., Lehr, D., Baumeister, H., Cuijpers, P., & Ebert, D. D. Effect of an internet- and app-based stress intervention compared to online psychoeducation in university students with depressive symptoms: Results of a randomized controlled trial. Internet Interv, 24, 100374. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7932886/pdf/main.pdf","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,7,"Harrer_2021_msd_ces-d_post_7_self-report_otherpsy_otherctr_NA_NA",0.142599469275299,NA,NA,NA,NA,NA,NA
"104","Heim, 2021",104,0.701916386008941,-0.701916386008941,NA,0.0956715518901203,0.309308182707992,"mobile","guided","adul","cbt-based","other ctr","cut","high risk","post",45,"1",NA,"bat","other ctr",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",8,"phq-9","self-report",0,7.56,11.75,4.98,6.82,25,20,"16.52","4.49",67,"17.18","4.93",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,71,"43","53",2021,0,"gsh",1,"Step-by-Step",5,0,0,"5","NA","oth","lower middle","adul","27.27","0.67","com","cut","adul",NA,"0","0","sr","1",2,NA,"Heim, E., Ramia, J. A., Hana, R. A., Burchert, S., Carswell, K., Cornelisz, I., Cuijpers, P., El Chammay, R., Noun, P., van Klaveren, C., van Ommeren, M., Zoghbi, E., & van't Hof, E. (2021). Step-by-step: Feasibility randomised controlled trial of a mobile-based intervention for depression among populations affected by adversity in Lebanon. Internet Interventions, 24, 100380. https://doi.org/https://doi.org/10.1016/j.invent.2021.100380","Some concerns","Low risk","Some concerns","Low risk","Some concerns","High risk",NA,8,"Heim_2021_msd_phq-9_post_8_self-report_bat_otherctr_NA_NA",0.309308182707992,NA,NA,NA,NA,NA,NA
